MID	Title	altTitles	composer	composer_uri	lyricist	lyricist_uri	arranger	arranger_uri	Editors	Photographers	Illustrators	Publisher	PublisherLocationTest	CopyrightDate	language	text	notes	Donor	Distributor		subjects	CallNumber	PlateNumber	Series	CollectionSource	LargerWork	Keywords	Original_Notes	zImagePath	MidiPath	zNumberOfPages	TitleSearchHits	Incomplete	Jess_Notes
5071	Practical Italian vocal method		"Vaccai, Nicola, 1790-1848"	http://id.loc.gov/authorities/names/no88004384								G. Schirmer	"New York, NY"	1894	English|Italian		Edition for soprano or tenor.|Italian and English words.				Singing--Methods	Sheet music 3353		"Schirmer's Library of musical classics, v. 240"			Metodo pratico di canto italiano	"Edition for soprano or tenor.<br>Italian and English words.<br>"			0	14	N	
5117	Swinging on a star		"Van Heusen, Jimmy, 1913-1990"	http://id.loc.gov/authorities/names/n87146380	"Burke, Johnny, 1908-1964"	http://id.loc.gov/authorities/names/no89004670						Burke and Van Heusen	"New York, NY"	1944	English	First line of text|Would you like to swing on a star. :: First line of refrain|A mule is an animal with long funny ears.	"For voice and piano.|As sung by Bing Crosby in Paramount Picture ""Going My Way""."	Hemrick Salley			Hope--Songs and music|Motion picture music--Excerpts--Vocal scores with piano|Popular music--United States--1931-1940|Songs with piano	Sheet music 3415				Going My Way (motion picture)		"For voice and piano.<BR>First line of text: Would you like to swing on a star.<BR>First line of refrain: A mule is an animal with long funny ears.<BR>As sung by Bing Crosby in Paramount Picture ""Going My Way"".<BR>"			0	7	N	
5120	Be honest with me		"Autry, Gene, 1907-1998"	http://id.loc.gov/authorities/names/n82077164	"Autry, Gene, 1907-1998"	http://id.loc.gov/authorities/names/n82077164						West'rn Music Publishing Co	"Hollywood, California"	1941	English	First line of text|Be honest with me dear.	For voice and piano.	Hemrick Salley			Love songs|Popular music--United States--1941-1950|Songs with piano	Sheet music 3418						"For voice and piano.<BR>First line of text: Be honest with me dear.<BR>"			0	5	N	
			"Rose, Fred, 1897-1954"	http://id.loc.gov/authorities/names/no90005134	"Rose, Fred, 1897-1954"	http://id.loc.gov/authorities/names/no90005134																												
5032	Does Your Heart Beat True to Me?		"Maxwell, Thomas"	http://id.loc.gov/authorities/names/n2013069837								Spear & Denhoff	"New York, NY"	1881				Capehart Pope				Sheet music 3340						Capehart Pope Collection 01			0	23	N	NO SUBJECTS?
5121	I'll be home for christmas		"Gannon, Kim, 1900-1974"	http://id.loc.gov/authorities/names/no89000447	"Gannon, Kim, 1900-1974"	http://id.loc.gov/authorities/names/no89000447						Melrose Music Corp.	"New York, NY"	1943	English	First line of text|I'm dreaming tonight of a place I love. :: First line of refrain|I'll be home for Christmas.	For voice and piano.|Featured by Bing Crosby.	Hemrick Salley			Christmas music|Popular music--United States--1941-1950|Songs with piano	Sheet music 3419						"For voice and piano.<BR>First line of text: I'm dreaming tonight of a place I love.<BR>First line of refrain: I'll be home for Christmas.<BR>Featured by Bing Crosby.<BR>"			0	16	N	
			"Kent, Walter, 1911-1994"	http://id.loc.gov/authorities/names/no97008229	"Kent, Walter, 1911-1994"	http://id.loc.gov/authorities/names/no97008229																												
			"Ram, Buck"	http://id.loc.gov/authorities/names/n84157896	"Ram, Buck"	http://id.loc.gov/authorities/names/n84157896																												
4104	The night-bird's cooing		"Sayers, Henry J."	http://id.loc.gov/authorities/names/no2010117957	"Sayers, Henry J."	http://id.loc.gov/authorities/names/no2010117957						Willis Woodward & Co.	"New York, NY"	1886	English	"First line of text|The moon is high, the hour is late, the night-bird gently calls"	"For voice and piano|Subtitled: ""Waltz Serenade"""	Catherine Wright			Songs (Medium voice) with piano	Sheet music Large 1133						"For voice and piano<BR>Subtitled: ""Waltz Serenade""<BR>First line of text: ""The moon is high, the hour is late, the night-bird gently calls""<BR>"			0	47	N	
2994	Valse: (posthumous)		"Chopin, Frederic, 1810-1849"	http://id.loc.gov/authorities/names/n79127769			"Joseffy, Rafael, 1852-1915"	http://id.loc.gov/authorities/names/n86143589	Rafael Joseffy			G. Schirmer	"New York, NY"	1922			"For solo piano.|Op. 69, no.1|Edited, revised and fingered by Rafael Joseffy.|Plate no.: 27450"	Margaret C. Truett			Waltzes|Piano music	Sheet music 1927		Frederic Chopin:  works for the pianoforte				"For solo piano.<BR>Edited, revised and fingered by Rafael Joseffy.<BR>Op. 69, no.1<BR>Plate no.:  27450<BR>"			0	122	N	
3016	Frasquita:  (serenade)		"Lehar, Franz, 1870-1948"	http://id.loc.gov/authorities/names/n79095328			"Kreisler, Fritz"	http://id.loc.gov/authorities/names/n81015317				Carl Fischer	"New York, NY"	1927			"For violin and piano.|Score for violin and piano, with part for violin.|Transcribed by Fritz Kreisler.|Library has 2 copies.|Publisher no.: B2037| Plate no.: 24032"	Erik L. Collins ; Victoria Collins			Violin and piano music	Sheet music 1807						"For violin and piano.<bR>Transcribed by Fritz Kreisler.<BR>Score for violin and piano, with part for violin.<BR>Publisher no.:  B2037<BR>Plate no.:  24032<BR>Library has 2 copies.<BR>"			0	85	N	
3018	The good shepherd		"Barri, Odoardo"	http://id.loc.gov/authorities/names/no2007124560	"Bingham, G. Clifton (Graham Clifton), 1859-1913"	http://id.loc.gov/authorities/names/n79062766						G. Schirmer	"New York, NY"	19--	English	First line of text|When wild the night	For voice and piano.|Plate no.: 7613	Erik L. Collins ; Victoria Collins			Sacred songs|Songs with piano--1911-1920	Sheet music 1808		Sacred songs adn duets:  songs-first series				"For voice and piano.<bR>First line of text:  When wild the night<BR>Plate no.:  7613<BR>"			0	52	N	
3100	Grand valse brillante (op. 18)		"Chopin, Frederic, 1810-1849"	http://id.loc.gov/authorities/names/n79127769			"Joseffy, Rafael, 1852-1915"	http://id.loc.gov/authorities/names/n86143589	Rafael Joseffy			G. Schirmer	"New York, NY"	1943			"For solo piano.|Edited, revised and fingered by Rafael Joseffy.|Dedicated ""a Laura Harsford""--p.3|Plate no.: 27442"	Alice Abdalla			Piano music|Waltzes	Sheet music 1983					brilliante	"For solo piano.<BR>Edited, revised and fingered by Rafael Joseffy.<BR>Dedicated ""a Laura Harsford""--p.3<BR>Plate no.:  27442<BR>"			0	72	N	
5079	As Time Goes By		"Hupfeld, Herman, 1894-1951"	http://id.loc.gov/authorities/names/no96035148	"Hupfeld, Herman, 1894-1951"	http://id.loc.gov/authorities/names/no96035148						Warner Bros. Publications Inc.	"New York, NY"	1931	English	"First line of text|This day and age we're living in gives cause for apprehension. :: First line of chorus|You must remember this, a kiss is still a kiss."	For voice and piano.|Includes guitar tablature.|Deluxe edition.	Hemrick Salley			Love songs|Sentimentalism--Songs and music|Popular music--United States--1931-1940|Songs with piano	Sheet music 3377						"For voice and piano.<BR>First line of text: This day and age we're living in gives cause for apprehension.<BR>First line of chorus: You must remember this, a kiss is still a kiss.<BR>Deluxe edition.<BR>Includes guitar tablature."			0	6	N	
					"Kahn, Gus, 1886-1941"	http://id.loc.gov/authorities/names/no89002698																												
3071	Vignette:  petit caprice		"Smith, Leonard B."	http://id.loc.gov/authorities/names/n81085728								Carl Fischer	"New York, NY"	1940			For cornet and piano.|Score with part for cornet.|Publisher no.: W1813| Plate no.: 28963	Erik L. Collins ; Victoria Collins			Cornet and piano music	Sheet music 1964		Select solos for wind instruments with piano accompaniment series V.				"For cornet and piano.<BR>Score with part for cornet.<BR>Publisher no.:  W1813<BR>Plate no.: 28963<BR>"			0	180	N	
3146	Flower song [Blumenlied]		"Lange, Gustav, 1830-1889"	http://id.loc.gov/authorities/names/n80080322								Federated Teachers Service Corporation [distributor]	"South Bend, IA"	19--			"For violin and piano.|""From a series of familiar airs for violin with piano accompaniment""--cover."	Erik L. Collins ; Victoria Collins			"Violin and piano music, Arranged"	Sheet music 2010		Familiar Airs				"For violin and piano.<BR>""From a series of familiar airs for violin with piano accompaniment""--cover.<BR>"			0	80	N	
2992	Recitativ et air:  pour soprano et flute (ad lib) de l'opera Cephele et Proxis		"Gretry, Andre Ernest Modeste, 1741-1813"	http://id.loc.gov/authorities/names/n80028506			"Leeuwen, Ary van"	http://id.loc.gov/authorities/names/n88037504				Wilhelm Zimmermann	Frankfurt-Main	19--	English|French|German	"First line of French text|Aimable Aurore estil posible :: First line of German text|Liebliches Morgenrot ist's moglich :: First line of English text|Aurora, tell me, can it be"	"For voice (soprano), piano and flute.|Score for voice, piano and flute, with separate parts for flute and soprano.|Text in French, German and English.|Text and translations also printed on p.2.|English and German translations by Ary van Leeuwen.|Plate no.: Z.11284"	Laury Christie			"Operas--Excerpts, Arranged|Songs (High voice) with instrumental ensemble"	Sheet music 1926				Cephale et Proxis		"For voice (soprano), piano and flute.<BR>Text in French, German and English.<BR>First line of text (Fre.):  Aimable Aurore estil posible<BR>First line of text (Ger.):  Liebliches Morgenrot ist's moglich<BR>First line of text (Eng.):  Aurora, tell me, can it be<BR>Text and translations also printed on p.2.<BR>English and German translations by Ary van Leeuwen.<BR>Score for voice, piano and flute, with separate parts for flute and soprano.<BR>Plate no.:   Z.11284<BR>"			0	86	N	
3001	Mazurka		"Bohm, Carl"	http://id.loc.gov/authorities/names/n87144576			"Saenger, Gustav"	http://id.loc.gov/authorities/names/n88006194	Gustav Saenger			Carl Fischer	"New York, NY"	1928			For violin and piano.|Mazurka in D.|Score for violin and piano with part for violin.|Carl Fischer Edition.|Revised and fingered by Gustav Saenger.|Plate no.: 6108| Publisher nos.: Superior Ed. 3300 ; S 3300	Erik L. Collins ; Victoria Collins			Violin and piano music	Sheet music 1801		Selected compositions by Carl Bohm for violin and piano		Albumblatter = Albumleaves		"For violin and piano.<BR>Mazurka in D.<BR>Carl Fischer Edition.<BR>Score for violin and piano with part for violin.<BR>Plate no.:  6108<BR>Revised and fingered by Gustav Saenger.<BR>Publisher nos.:  Superior Ed. 3300 ; S 3300<BR>"			0	122	N	
3002	Perpetuum mobile		"Bohm, Carl"	http://id.loc.gov/authorities/names/n87144576								Carl Fischer	"New York, NY"	1903			"For violin and piano.|Score for violin and piano with part for violin.|Op. 187, no.4|In C.|Publisher nos.: S3361 ; Superior Ed. 3361| Plate no.: 14612"	Erik L. Collins ; Victoria Collins			Violin and piano music	Sheet music 1802		Selected compositions by Carl Bohm for violin and piano		Six Miniatures		"For violin and piano.<BR>Op. 187, no.4 <BR>In C.<BR>Score for violin and piano with part for violin.<BR>Publisher nos.:  S3361 ; Superior Ed. 3361<BR>Plate no.: 14612<BR>"			0	149	N	
3009	The witches' dance:  (Le streghe) Op.8		"Paganini, Nicolo, 1782-1840"	http://id.loc.gov/authorities/names/n79105881			"Cernicchiaro, Vincenzo"	http://id.loc.gov/authorities/names/n2006067591				Carl Fischer	"New York, NY"	1908			"For violin and piano.|Score for violin and piano, with part for violin.|Originally for violin and orchestra.|Plate no.: 11725"	Erik L. Collins ; Victoria Collins			"Violin and piano music, Arranged"	Sheet music Large 880						"For violin and piano.<BR>Score for violin and piano, with part for violin.<bR>Originally for violin and orchestra.<BR>Plate no.:  11725<BR>"			0	110	N	
3010	For a dream's sake		"Kramer, Arthur Walter, 1890-1969"	http://id.loc.gov/authorities/names/no90011224	"Rossetti, Christina Georgina, 1830-1894"	http://id.loc.gov/authorities/names/n79032213						J. Fisher & Brother	"New York, NY"	1914	English|German	First line of English text|The hope I dreamed of was a dream :: First line of German text|Die Hoffnung kam in Traumgestalt	For voice and piano.|Text in English and German.|German text by Frederick H. Martens.|Fischer edition.|Plate no.: J.F.&B.3851	Erik L. Collins ; Victoria Collins			Songs (High voice) with piano	Sheet music Large 881						"For voice and piano.<bR>Text in English and German.<BR>German text by Frederick H. Martens.<BR>First line of text (Eng):  The hope I dreamed of was a dream<BR>First line of text (Ger):  Die Hoffnung kam in Traumgestalt<BR>Fischer edition.<BR>Plate no.:  J.F.&B.3851"			0	74	N	
					"Martens, Frederick Herman, 1874-1932"	http://id.loc.gov/authorities/names/n50052451																												
3011	Je te vois en reve:  In dreams I behold thee		"Buzzi-Peccia, Arturo, 1854-1943"	http://id.loc.gov/authorities/names/n97062409	"Heine, Heinrich, 1797-1856"	http://id.loc.gov/authorities/names/n79081313						G. Schirmer	"New York, NY"	1915	English|French	"First line of French text|Toutes les nuits, je vois en reve :: First line of English text|As I lie here dreaming I behold thee"	For voice and piano.|Text in French and English.|English text by George Harris Jr.|Dedicated to Enrico Caruso--p.2.|Plate no.: 26099	Erik L. Collins ; Victoria Collins			Songs with piano	Sheet music Large 882						"For voice and piano.<BR>Text in French and English.<BR>First line of text (Fre): Toutes les nuits, je vois en reve<BR>First line of text (Eng):  As I lie here dreaming I behold thee<BR>English text by George Harris Jr.<BR>Dedicated to Enrico Caruso--p.2.<BR>Plate no.:  26099<BR>"			0	101	N	
					"Harris, George Jr."	http://id.loc.gov/authorities/names/n90656666																												
3040	Prayer for service		"Gaul, Harvey"	http://id.loc.gov/authorities/names/no89017217	"Gladden, Washington, [1836-1918]"	http://id.loc.gov/authorities/names/n50033152	"Riegger, Wallingford, 1885-1961"	http://id.loc.gov/authorities/names/n81133625				Harold Flammer	"New York, NY"	1936	English	"First line of text|Master, let me walk with thee"	"For mixed voice (SATB) with organ.|""Written for the installation of Alpha chapter of Kappa Kappa Gamma fraternity at Monmouth College, Monmouth, Illinois""--p.2|Sample copy.|Publisher no.: 84125| Plate no.: 1294"	Erik L. Collins ; Victoria Collins			"Choruses, Sacred (Mixed voices, 4 parts) with piano|Anthems"	Sheet music 2004		Harold Flammer choral series			God ; Faith	"For mixed voice (SATB) with organ.<BR>First line of text:  Master, let me walk with thee<BR>""Written for the installation of Alpha chapter of Kappa Kappa Gamma fraternity at Monmouth College, Monmouth, Illinois""--p.2<BR>Sample copy.<BR>Publisher no.:  84125<BR>Plate no.:  1294<BR>"			0	55	N	
3047	Schon Rosmarin		"Kreisler, Fritz, 1875-1962"	http://id.loc.gov/authorities/names/n81015317								Charles Foley	"New York, NY"	1938			For violin and piano.|Score with part for violin.|Publisher no.: 1055| Plate no.: 29030.	Erik L. Collins ; Victoria Collins			Violin and piano music--Scores and parts	Sheet music 1941						"For violin and piano.<BR>Score with part for violin.<BR>Publisher no.:  1055<BR>Plate no.: 29030.<BR>"			0	60	N	
3048	Caprice XX		"Paganini, Nicolo, 1782-1840"	http://id.loc.gov/authorities/names/n79105881			"Kreisler, Fritz, 1875-1962"	http://id.loc.gov/authorities/names/n81015317				Charles Foley	"New York, NY"	1941			For violin and piano.|Score and part.|Publisher no.: 1089	Erik L. Collins ; Victoria Collins			Violin and piano music--Scores and parts	Sheet music 1942						"For violin and piano.<BR>Score and part.<BR>Publisher no.:  1089<BR>"			0	147	N	
3152	Humoreske  (simplified)		"Dvorak, Antonin, 1841-1904"	http://id.loc.gov/authorities/names/n81033190			"Grooms, Calvin"	http://id.loc.gov/authorities/names/no2001031177				Century Music Publishing Co.	"New York, NY"	1924			For violin and piano.|Score with part for violin.|Plate no.: 2248.	Jennifer Ottervik			Violin and piano music--Scores and parts	Sheet music 2021						"For violin and piano.<bR>Score with part for violin.<bR>Plate no.:  2248.<BR>"			0	81	N	
